ave_word_freq,#_of_numbers,ave_syllables,ave_2gram_nor,ave_3gram_nor,tf_idfROMNEY_PRIMARY2008,tf_idfBACHMANN_PRIMARY2012,tf_idfHUCKABEE_PRIMARY2008,tf_idfHUNTSMAN_PRIMARY2012,tf_idfROMNEY_PRIMARY2012,tf_idfRICHARDSON_PRIMARY2008,tf_idfPERRY_PRIMARY2012,tf_idfPAWLENTY_PRIMARY2012,tf_idfTHOMPSON_PRIMARY2008,tf_idfPAUL_PRIMARY2012,tf_idfCAIN_PRIMARY2012,tf_idfBIDEN_PRIMARY2008,tf_idfMCCAIN_PRIMARY2008,tf_idfSANTORUM_PRIMARY2012,tf_idfEDWARDS_PRIMARY2008,tf_idfOBAMA_PRIMARY2008,tf_idfCLINTON_PRIMARY2008,tf_idfGINGRICH_PRIMARY2012,tf_idfGIULIANI_PRIMARY2008,author,numeric_author
174265666.07142857,0,1.9285714285714286,47653519885.88521,7277868527.102382,0.037044703180080074,0.03594943853134938,0.026826108354935166,0.0238803333861038,0.023221818437079628,0.018088802037845252,0.02975417845205852,0.013437316346716147,0.033753724680200256,0.015283671338865283,0.03594963348439765,0.010771559362807267,0.021895268039970713,0.026224346686352228,0.02448786285280633,0.03433158105943014,0.02196158795137332,0.023428182491872004,0.028321309650723173,"OBAMA_PRIMARY2008
",0
215493247.0,0,2.0,41383101959.66576,8249445833.279848,0.03736198456229874,0.008361073313523362,0.021786258371806883,0.003900280056984954,0.02177726583400448,0.015920576196769592,0.0034876975403786473,0.051068537036141205,0.022010623343751243,0.057044314319832395,0.008080972405648566,0.015098409860142556,0.027632701043565897,0.006894924983513331,0.02429584935060715,0.010179229954101048,0.01980006935785954,0.014911221443990721,0.03602609444941068,"PAUL_PRIMARY2012
",1
75569342.92307693,0,2.3846153846153846,40869119300.3271,4887815022.516667,0.008003635482494515,0.013240299740750573,0.009407916554121354,0.014414153926182307,0.006614278201660799,0.01634372451626584,0.0030362193370075956,0.01853054081566523,0.014950341683603053,0.008456816096729255,0.01907885397880314,0.008219752668916346,0.021685105642129044,0.003228262104288096,0.016062296259047083,0.010751407686217133,0.009138567112887843,0.0030646185348041687,0.008262332927308947,"MCCAIN_PRIMARY2008
",2
167786545.2222222,0,2.111111111111111,42981321534.72116,5285950360.577249,0.01574404383590071,0.017943018302956457,0.029374474574352986,0.016474609685238006,0.02914478279429598,0.011732778285263869,0.03894968152482061,0.04119698433406437,0.01890082392561592,0.02484707727072305,0.032679738562091505,0.012233743373593172,0.015688838510129186,0.022908115437366053,0.029336161359820728,0.024351395231313144,0.026239197478105374,0.019281458743311008,0.02597899982257276,"CLINTON_PRIMARY2008
",3
71274770.75,0,2.0,50756334493.31388,7935033761.902778,0.05493682347181469,0.004975407557602537,0.002668191529434776,0.02964311686043146,0.011775265468705338,0.009415077927662711,0.0034876975403786473,0.0027774077650025144,0.008173002127163228,0.011081516254169348,0.008080972405648566,0.010458736683946666,0.006392050237539207,0.015499982940914047,0.013143008948920008,0.011451556464843568,0.00673327683986588,0.007433541723671496,0.009755350751271815,"ROMNEY_PRIMARY2008
",4
183095209.72727272,0,1.5454545454545454,37919980800.49793,5919706799.647186,0.00454179414895187,0.005539395415055572,0.012321678953216505,0.040087978718639936,0.011201791983747853,0.015162616947105956,0.017761873823290076,0.007092929585809942,0.01196609328975691,0.0,0.0339782636785443,0.009384283140849685,0.008365347316773112,0.014420476982212379,0.015322225514850293,0.015874763296795283,0.016790046104968558,0.014721897483879106,0.017297436434549632,"OBAMA_PRIMARY2008
",0
71950187.27272727,0,2.4545454545454546,49496916688.56623,5044632710.801263,0.0019884636640033243,0.062237103757278846,0.01675143292761478,0.0,0.009217177360541,0.0041250825299413455,0.009760743886813446,0.011531942748621356,0.00832257825518593,0.0,0.01706381241243375,0.002102702003510596,0.010106889560950157,0.011775112702101244,0.012285875205473083,0.008647675933349776,0.006853859947855953,0.010705543253487562,0.005335985226886582,"BACHMANN_PRIMARY2012
",5
55958480.27272727,0,3.1818181818181817,56444449446.28382,8964690478.717604,0.001778449113829948,0.008364802827908318,0.0058719025500994825,0.0,0.0034994345433295854,0.0036591275394422676,0.0,0.021697085008362024,0.006117571036564427,0.007206912174898834,0.0,0.0092799149483005,0.010042798819401375,0.0008471003566198455,0.009882633821335963,0.007522575845341441,0.005652542691188907,0.015237907733276983,0.0041064313538168905,"GINGRICH_PRIMARY2012
",6
178212991.72727272,0,1.9090909090909092,40603765902.53636,6233315107.947836,0.02356050995153971,0.007909113682769552,0.017787826315921924,0.00759696856464003,0.02796696201160316,0.03494708833742295,0.014403961106309468,0.015279258074569764,0.004989717641011758,0.005985250967285999,0.0,0.016652314915204417,0.01666088786100918,0.019275683218376652,0.016662748142375762,0.021143259784438834,0.024396740210205433,0.018267240259183692,0.01518051879905288,"RICHARDSON_PRIMARY2008
",7
272243095.3076923,0,1.6923076923076923,39692884412.7458,5912708277.88141,0.046359889920684204,0.018108651911468814,0.07367185269657435,0.04245909252169855,0.02500599440063604,0.0263932023861947,0.05776370072349179,0.06406088189953817,0.048377784099687515,0.07250325199913274,0.1045751633986928,0.021512044495585886,0.03621682972161996,0.03650396204418577,0.05889019398105709,0.04743488233489411,0.05761007739835992,0.04230495259358719,0.0637752608242568,"EDWARDS_PRIMARY2008
",8
282805325.7777778,0,2.2222222222222223,48214897714.45093,8386156112.072222,0.03671002347681089,0.029318101407217148,0.0314789467142394,0.027294262309014085,0.01981864232590697,0.019469614886014952,0.019160837668872645,0.021518256409582784,0.033508732634545735,0.017485153394161738,0.015343885053427809,0.007559358061974315,0.02971175943341186,0.025959846115488693,0.022565500339193197,0.025726981471743657,0.01709703776339727,0.014518525885862228,0.024711642403447677,"OBAMA_PRIMARY2008
",0
196007988.07692307,0,1.7692307692307692,40132963148.34963,6024477187.026923,0.018917764622428754,0.018999775181144655,0.01017108617345466,0.045881663144396734,0.01604260359024335,0.025209189780013738,0.023665356743651045,0.02485285898252193,0.009963390045481814,0.0017836381383967413,0.02178873794333773,0.011742549419698288,0.017641897063803647,0.009500779100561947,0.04162140422689148,0.023686810673304918,0.023735823072591748,0.01992060499520391,0.019757936457498026,"EDWARDS_PRIMARY2008
",8
162200716.8,0,2.4,42330278288.79675,5268498461.343056,0.026636036651668124,0.024390905351357926,0.03235030573641427,0.014975439753407638,0.02519321218849635,0.015109401381797108,0.026262565027585595,0.02673649315760376,0.029766467767888993,0.04697870923777414,0.040760710967740074,0.01558519129788475,0.028386626231732662,0.03578709640036097,0.020442004123812287,0.02057566688615079,0.029473613866264993,0.03149041155704407,0.03916835830565712,"CLINTON_PRIMARY2008
",3
